"Date","P_I","EU_H","C_H","SO_I","CFNAI","CFNAI_MA3","DIFFUSION"
"1992/11","0.13","0.07","-0.05","0.01","0.16","0.13","0.12"
"1992/12","0.09","0.1","0.03","0.3","0.52","0.34","0.3"
"1993/01","0.15","0.28","-0.05","0.02","0.4","0.36","0.35"
"1993/02","0.12","0.22","-0.07","0.03","0.3","0.4","0.35"
"1993/03","-0.17","-0.25","-0.15","-0.12","-0.69","0","0.08"
"1993/04","0.12","0.17","0.07","-0.02","0.34","-0.02","0.02"
"1993/05","-0.24","0.21","-0.01","-0.04","-0.07","-0.14","-0.12"
"1993/06","-0.15","-0.02","-0.02","0.14","-0.04","0.08","-0.02"
"1993/07","0.06","0.17","0.02","-0.22","0.04","-0.02","-0.04"
"1993/08","-0.17","0.15","-0.04","0.03","-0.03","-0.01","-0.01"
"1993/09","0.19","0.13","0.04","0.15","0.5","0.17","0.22"
"1993/10","0.3","0.19","0","0.05","0.54","0.34","0.32"
"1993/11","0.13","0.24","0.03","0.05","0.45","0.5","0.52"
"1993/12","0.38","0.27","0.06","0.01","0.72","0.57","0.58"
"1994/01","-0.06","0.16","-0.03","0.08","0.14","0.44","0.52"
"1994/02","-0.02","0.07","0.08","0.12","0.24","0.37","0.41"
"1994/03","0.56","0.49","0.06","0.29","1.4","0.59","0.44"
"1994/04","0.3","0.25","0.03","-0.1","0.48","0.71","0.48"
"1994/05","0.28","0.39","-0.02","0.12","0.77","0.88","0.62"
"1994/06","0.2","0.16","0.06","0.22","0.64","0.63","0.59"
"1994/07","0.06","0.24","-0.01","-0.07","0.21","0.54","0.46"
"1994/08","0.31","0.23","0.08","0.47","1.08","0.65","0.45"
"1994/09","0.15","0.31","0.03","-0.1","0.39","0.56","0.35"
"1994/10","0.48","0.21","0.07","0.14","0.91","0.79","0.58"
"1994/11","0.27","0.34","0.01","0.2","0.83","0.71","0.57"
"1994/12","0.46","0.23","0.03","0.21","0.93","0.89","0.73"
"1995/01","0.05","0.12","-0","0.08","0.25","0.67","0.54"
"1995/02","-0.16","0.04","-0.09","-0.05","-0.26","0.31","0.28"
"1995/03","-0","-0.02","0.02","-0.08","-0.08","-0.03","0.01"
"1995/04","-0.21","-0.21","-0.05","-0.2","-0.67","-0.34","-0.22"
"1995/05","0","-0.31","0.06","0.03","-0.23","-0.33","-0.17"
"1995/06","0.07","0.11","0.07","0.06","0.31","-0.2","-0.05"
"1995/07","-0.39","-0.07","-0.04","-0.29","-0.79","-0.23","-0.07"
"1995/08","0.46","0.12","0.05","0.33","0.96","0.16","0.08"
"1995/09","0.18","0.12","0.01","-0.08","0.24","0.14","0.05"
"1995/10","-0.26","0.02","-0.06","-0.07","-0.37","0.28","0.08"
"1995/11","-0.07","-0.14","0.1","0.02","-0.09","-0.07","-0.02"
"1995/12","0","-0.04","0.06","0.01","0.03","-0.14","-0.06"
"1996/01","-0.59","-0.31","-0.08","-0.3","-1.29","-0.45","-0.13"
"1996/02","0.65","0.41","0.11","-0.03","1.13","-0.04","0.01"
"1996/03","-0.25","0.01","0.05","-0.04","-0.24","-0.13","-0.08"
"1996/04","0.39","0.03","0.05","0.09","0.56","0.48","0.24"
"1996/05","0.26","0.21","0.04","0.08","0.59","0.3","0.26"
"1996/06","0.42","0.33","0.02","-0.11","0.66","0.6","0.45"
"1996/07","-0.16","0.04","0.03","0.1","0","0.42","0.41"
"1996/08","0.14","0.21","0.05","-0.02","0.38","0.35","0.37"
"1996/09","0.31","0.04","0.04","0.02","0.41","0.26","0.34"
"1996/10","-0.19","0.12","0.03","0.08","0.04","0.28","0.33"
"1996/11","0.38","0.13","0.02","0.12","0.65","0.37","0.4"
"1996/12","0.3","0.02","0.02","-0.23","0.12","0.27","0.34"
"1997/01","-0.04","0.1","0.05","0.17","0.28","0.35","0.38"
"1997/02","0.55","0.24","0.04","0.27","1.1","0.5","0.41"
"1997/03","0.34","0.26","0.04","-0.11","0.52","0.63","0.5"
"1997/04","-0.18","0.17","-0.01","0.17","0.15","0.59","0.48"
"1997/05","0.28","0.19","-0.01","-0.05","0.4","0.36","0.41"
"1997/06","0.17","0.05","0.09","0.21","0.51","0.36","0.45"
"1997/07","0.34","0.2","0.11","0.2","0.86","0.59","0.63"
"1997/08","0.52","-0.01","0.05","-0.12","0.44","0.61","0.6"
"1997/09","0.34","0.34","0.02","0.19","0.89","0.73","0.64"
"1997/10","0.44","0.26","0.05","-0.04","0.71","0.68","0.56"
"1997/11","0.39","0.32","0.07","0.18","0.96","0.85","0.68"
"1997/12","0.05","0.1","0.07","-0.13","0.09","0.58","0.51"
"1998/01","0.27","0.18","0.02","0.03","0.5","0.52","0.49"
"1998/02","-0.06","0.08","0.1","0.29","0.4","0.33","0.33"
"1998/03","-0.09","-0.04","0.09","0.04","0","0.3","0.24"
"1998/04","0.13","0.19","0.1","-0.03","0.39","0.26","0.22"
"1998/05","0.16","0.17","0.09","-0.01","0.41","0.27","0.24"
"1998/06","-0.47","-0.07","0.11","-0.25","-0.67","0.04","0.14"
"1998/07","-0.37","-0.22","0.03","-0.13","-0.69","-0.32","-0.14"
"1998/08","1.02","0.28","0.06","0.22","1.57","0.07","-0.13"
"1998/09","-0.3","0.02","0.12","0.07","-0.09","0.26","0.04"
"1998/10","0.28","-0.05","0.13","0.04","0.39","0.62","0.29"
"1998/11","-0.15","0.15","0.09","0.02","0.11","0.14","0.18"
"1998/12","0.02","0.13","0.16","0","0.31","0.27","0.22"
"1999/01","0.12","0.03","0.05","-0.02","0.17","0.2","0.1"
"1999/02","0.22","0.07","0.12","0.24","0.65","0.38","0.24"
"1999/03","-0.12","-0.06","0.1","-0.07","-0.15","0.23","0.07"
"1999/04","0.03","0.04","0.06","-0.07","0.07","0.19","0.04"
"1999/05","0.31","0.11","0.1","0.23","0.75","0.22","0.12"
"1999/06","-0.2","-0.03","0.07","-0.02","-0.18","0.21","0.19"
"1999/07","0.14","0.1","0.07","0.01","0.32","0.3","0.32"
"1999/08","0.21","0.02","0.11","0.09","0.43","0.19","0.19"
"1999/09","-0.3","-0.01","0.07","-0.03","-0.27","0.16","0.19"
"1999/10","0.69","0.23","0.05","0.22","1.2","0.45","0.35"
"1999/11","0.23","0.15","0.11","0.05","0.54","0.49","0.42"
"1999/12","0.37","0.17","0.21","0.09","0.84","0.86","0.68"
"2000/01","-0.07","0.3","-0.03","0.21","0.41","0.6","0.53"
"2000/02","0.11","-0.07","0.16","-0.52","-0.31","0.32","0.33"
"2000/03","0.16","0.19","0.09","0.24","0.68","0.26","0.3"
"2000/04","0.33","0.23","-0.01","0.21","0.76","0.37","0.44"
"2000/05","-0.09","-0.49","0.07","-0.2","-0.71","0.24","0.36"
"2000/06","-0.06","0.01","0.04","0.18","0.17","0.07","0.19"
"2000/07","-0.12","-0.01","-0","-0.22","-0.35","-0.3","-0.11"
"2000/08","-0.36","-0.3","0.08","-0.08","-0.65","-0.28","-0.18"
"2000/09","0.11","0.07","0.1","0.15","0.44","-0.19","-0.1"
"2000/10","-0.33","-0.14","0.01","-0.26","-0.72","-0.31","-0.22"
"2000/11","-0.21","-0.1","0.01","-0.19","-0.48","-0.25","-0.17"
"2000/12","-0.39","-0.12","0.05","0.02","-0.44","-0.54","-0.4"
"2001/01","-0.49","-0.36","0.04","-0.36","-1.18","-0.7","-0.43"
"2001/02","-0.54","-0.38","0.03","-0.06","-0.94","-0.85","-0.46"
"2001/03","-0.31","-0.4","-0.01","-0.37","-1.08","-1.07","-0.56"
"2001/04","-0.38","-0.75","0.08","-0.4","-1.46","-1.16","-0.58"
"2001/05","-0.53","-0.49","0.05","0.11","-0.87","-1.14","-0.6"
"2001/06","-0.5","-0.63","0.01","-0.41","-1.53","-1.29","-0.66"
"2001/07","-0.42","-0.45","0.06","-0.07","-0.89","-1.1","-0.61"
"2001/08","-0.29","-0.8","0.09","0.05","-0.96","-1.13","-0.54"
"2001/09","-0.33","-0.56","-0.13","-0.51","-1.53","-1.12","-0.52"
"2001/10","-0.49","-1","0.39","0.03","-1.07","-1.19","-0.49"
"2001/11","-0.37","-0.73","-0.06","-0.15","-1.31","-1.31","-0.58"
"2001/12","-0.06","-0.48","-0.02","0.01","-0.55","-0.98","-0.39"
"2002/01","0.18","-0.53","0.06","-0.04","-0.32","-0.73","-0.26"
"2002/02","-0.15","-0.27","0.1","0","-0.32","-0.4","-0.1"
"2002/03","0.3","-0.32","0.01","-0.15","-0.16","-0.27","-0.1"
"2002/04","0.05","-0.36","0.08","0.22","-0.01","-0.16","-0.09"
"2002/05","0.16","-0.21","-0.02","0.1","0.03","-0.05","-0.02"
"2002/06","0.45","-0.14","0.11","-0.03","0.39","0.14","0.1"
"2002/07","-0.28","-0.33","0.11","-0.09","-0.6","-0.06","-0.04"
"2002/08","-0.08","-0.28","0.05","0.1","-0.21","-0.14","-0.11"
"2002/09","-0.04","-0.18","-0.02","-0.17","-0.41","-0.41","-0.31"
"2002/10","-0.26","-0.27","0.08","-0.15","-0.6","-0.41","-0.33"
"2002/11","0.13","-0.35","0.09","0.08","-0.05","-0.36","-0.27"
"2002/12","-0.39","-0.46","0.13","-0.26","-0.99","-0.55","-0.33"
"2003/01","0.18","0.06","0.07","0.12","0.42","-0.21","-0.1"
"2003/02","-0.01","-0.44","-0.07","-0.15","-0.67","-0.41","-0.27"
"2003/03","-0.15","-0.49","0.12","0.03","-0.49","-0.25","-0.18"
"2003/04","-0.54","-0.38","0.1","-0.21","-1.04","-0.73","-0.43"
"2003/05","-0.04","-0.28","0.09","0.07","-0.16","-0.56","-0.38"
"2003/06","0.05","-0.29","0.14","0.09","-0.01","-0.4","-0.28"
"2003/07","0.1","-0.27","0.13","0.12","0.07","-0.03","-0.03"
"2003/08","-0.18","-0.17","0.16","-0.2","-0.39","-0.11","-0.08"
"2003/09","0.27","-0.04","0.02","0.21","0.46","0.05","-0"
"2003/10","0","0.03","0.1","0.08","0.2","0.09","-0.02"
"2003/11","0.46","0","0.18","0.01","0.65","0.44","0.25"
"2003/12","-0.06","-0","0.08","-0.01","0.01","0.29","0.03"
"2004/01","0.1","0.04","0.1","-0.1","0.14","0.27","-0"
"2004/02","0.32","-0.05","0.08","0.16","0.51","0.22","-0.03"
"2004/03","-0.19","0.09","0.16","0.56","0.62","0.42","0.19"
"2004/04","0.23","0.18","0.06","-0.16","0.3","0.48","0.29"
"2004/05","0.4","0.24","0.16","0.02","0.82","0.58","0.37"
"2004/06","-0.43","-0.06","-0.02","0.1","-0.41","0.24","0.24"
"2004/07","0.43","0.01","0.18","0.03","0.64","0.35","0.28"
"2004/08","0.1","-0.06","0.12","0.17","0.33","0.19","0.19"
"2004/09","-0.05","0.03","0.18","-0.01","0.14","0.37","0.21"
"2004/10","0.45","0.14","0.1","0","0.7","0.39","0.26"
"2004/11","-0.07","-0.16","0.06","0.14","-0.02","0.27","0.17"
"2004/12","0.44","0.05","0.18","0.28","0.95","0.54","0.36"
"2005/01","0.14","0.03","0.09","0.12","0.38","0.44","0.25"
"2005/02","0.3","0.12","0.15","-0.02","0.55","0.63","0.38"
"2005/03","-0.24","-0.02","0.08","-0.18","-0.36","0.19","0.1"
"2005/04","0.04","0.28","0.19","0.26","0.78","0.32","0.15"
"2005/05","0.04","-0.04","0.03","-0.05","-0.02","0.13","-0"
"2005/06","0.05","0.1","0.25","0.07","0.48","0.41","0.19"
"2005/07","-0.24","0.21","0.17","-0.19","-0.06","0.13","0.11"
"2005/08","0.1","0.03","0.02","0.18","0.33","0.25","0.27"
"2005/09","-0.68","-0.2","0.03","-0.02","-0.88","-0.2","0.1"
"2005/10","0.68","0.13","0.14","0.02","0.97","0.14","0.2"
"2005/11","0.37","0.14","0.22","0.18","0.9","0.33","0.25"
"2005/12","0.17","0.03","0.12","0.15","0.48","0.78","0.45"
"2006/01","0.21","0.31","0.21","-0.03","0.7","0.69","0.5"
"2006/02","-0.16","0.12","0.11","0.07","0.14","0.44","0.38"
"2006/03","0.02","0.14","0.1","0.06","0.31","0.38","0.37"
"2006/04","0.14","-0","0.08","-0.29","-0.07","0.13","0.2"
"2006/05","-0.23","-0.17","0.05","0.19","-0.16","0.03","0.05"
"2006/06","0.11","-0.04","0.06","-0.08","0.04","-0.06","-0.03"
"2006/07","-0.21","-0.12","0.08","-0.13","-0.38","-0.17","-0.14"
"2006/08","0.19","-0.01","-0.01","0.12","0.29","-0.02","0.04"
"2006/09","-0.13","-0.05","0.07","-0.05","-0.16","-0.08","-0.1"
"2006/10","-0.19","-0.13","0.05","-0.11","-0.38","-0.08","-0.17"
"2006/11","-0.12","-0.12","0.03","-0.01","-0.22","-0.25","-0.34"
"2006/12","0.55","0.06","0.08","0.27","0.96","0.12","-0.08"
"2007/01","-0.48","-0.02","-0.03","-0.22","-0.76","-0.01","-0.06"
"2007/02","0.34","-0.16","-0.02","0.12","0.28","0.16","0.09"
"2007/03","0.16","0.19","-0","-0.01","0.33","-0.05","0.03"
"2007/04","0.27","-0.39","-0.02","-0.03","-0.17","0.15","0.18"
"2007/05","-0.12","0.04","0.01","0.07","-0","0.05","0.09"
"2007/06","0.01","-0.1","-0.06","-0.05","-0.21","-0.13","-0.07"
"2007/07","-0.12","-0.29","-0.02","-0.09","-0.51","-0.24","-0.29"
"2007/08","-0.13","-0.35","-0.02","0.19","-0.31","-0.34","-0.36"
"2007/09","0.19","-0.13","-0.07","-0.07","-0.08","-0.3","-0.34"
"2007/10","-0.36","-0.28","-0.09","0.06","-0.67","-0.35","-0.31"
"2007/11","0.12","-0.07","-0.06","-0.1","-0.1","-0.28","-0.25"
"2007/12","-0.05","-0.28","-0.16","-0.1","-0.59","-0.45","-0.38"
"2008/01","-0.28","-0.17","-0.13","0.04","-0.53","-0.41","-0.39"
"2008/02","-0.37","-0.31","-0.18","-0.35","-1.21","-0.78","-0.66"
"2008/03","-0.34","-0.39","-0.13","-0.39","-1.25","-1","-0.75"
"2008/04","-0.68","-0.47","-0.12","0.12","-1.15","-1.2","-0.74"
"2008/05","-0.37","-0.6","-0.15","-0.3","-1.42","-1.27","-0.72"
"2008/06","-0.43","-0.54","-0.16","-0.05","-1.18","-1.25","-0.72"
"2008/07","-0.63","-0.62","-0.24","-0.38","-1.87","-1.49","-0.83"
"2008/08","-0.87","-0.69","-0.19","-0.37","-2.12","-1.72","-0.83"
"2008/09","-1.86","-0.92","-0.32","-0.61","-3.71","-2.57","-0.89"
"2008/10","-0.26","-0.97","-0.35","-0.42","-2","-2.61","-0.83"
"2008/11","-1.14","-1.42","-0.3","-0.78","-3.64","-3.11","-0.84"
"2008/12","-1.94","-1.53","-0.4","-0.47","-4.34","-3.32","-0.82"
"2009/01","-1.81","-1.72","-0.31","-0.85","-4.69","-4.22","-0.88"
"2009/02","-0.47","-1.44","-0.4","-0.07","-2.37","-3.8","-0.78"
"2009/03","-1.08","-1.61","-0.42","-0.61","-3.72","-3.6","-0.81"
"2009/04","-0.6","-1.35","-0.39","-0.34","-2.68","-2.93","-0.79"
"2009/05","-0.71","-0.93","-0.32","-0.2","-2.15","-2.85","-0.83"
"2009/06","-0.37","-0.8","-0.34","-0.18","-1.69","-2.18","-0.73"
"2009/07","0.57","-0.59","-0.27","0.25","-0.03","-1.29","-0.45"
"2009/08","0.48","-0.53","-0.16","-0.19","-0.4","-0.71","-0.23"
"2009/09","0.33","-0.45","-0.52","0.12","-0.52","-0.32","-0.05"
"2009/10","0.09","-0.56","-0.31","0.1","-0.68","-0.53","-0.05"
"2009/11","0.24","-0.1","-0.29","0.11","-0.05","-0.41","-0.04"
"2009/12","-0.03","-0.44","-0.27","0.04","-0.7","-0.48","-0.04"
"2010/01","0.5","-0.02","-0.33","-0","0.15","-0.2","-0.04"
"2010/02","-0.09","-0.31","-0.28","0.07","-0.6","-0.38","-0.15"
"2010/03","0.41","0.12","-0.17","0.21","0.57","0.04","0.09"
"2010/04","0.3","0.36","-0.25","0.17","0.57","0.18","0.26"
"2010/05","0.74","0.07","-0.31","-0.03","0.47","0.54","0.45"
"2010/06","-0.04","-0.13","-0.33","0.18","-0.32","0.24","0.24"
"2010/07","0.19","0.08","-0.33","0.27","0.22","0.13","0.15"
"2010/08","0.01","-0.06","-0.26","0.02","-0.27","-0.12","0.04"
"2010/09","-0.05","-0.05","-0.29","0.07","-0.33","-0.13","0.01"
"2010/10","-0.05","0.14","-0.27","-0.05","-0.23","-0.28","-0.06"
"2010/11","-0.05","-0.11","-0.3","0.09","-0.37","-0.31","-0.09"
"2010/12","0.34","0.11","-0.34","0.06","0.18","-0.14","0.01"
"2011/01","0.05","0.01","-0.28","0.23","0.01","-0.06","0.01"
"2011/02","-0.06","0.31","-0.36","-0.33","-0.45","-0.09","0.02"
"2011/03","0.3","0.21","-0.3","0.37","0.59","0.05","0.15"
"2011/04","-0.3","0.17","-0.35","-0.2","-0.67","-0.18","0.04"
"2011/05","0.06","0.01","-0.35","-0.09","-0.37","-0.15","0.05"
"2011/06","0.01","0","-0.27","0.15","-0.1","-0.38","-0.12"
"2011/07","0.25","0.19","-0.27","0.08","0.25","-0.08","0.12"
"2011/08","0.13","-0.04","-0.34","0.14","-0.1","0.01","0.2"
"2011/09","-0.04","0.2","-0.25","-0.24","-0.32","-0.06","0.18"
"2011/10","0.16","0.12","-0.24","0.16","0.2","-0.08","0.17"
"2011/11","-0.24","0.05","-0.26","-0.08","-0.54","-0.22","-0"
"2011/12","0.3","0.2","-0.27","0.16","0.39","0.02","0.13"
"2012/01","0.3","0.47","-0.21","0.05","0.61","0.15","0.21"
"2012/02","0.09","0.06","-0.21","0.02","-0.04","0.32","0.45"
"2012/03","-0.38","0.27","-0.26","-0.08","-0.46","0.04","0.26"
"2012/04","0.32","-0.08","-0.25","0.04","0.03","-0.16","0.13"
"2012/05","-0.13","0.03","-0.25","0.05","-0.29","-0.24","-0.02"
"2012/06","-0.07","-0.04","-0.26","-0.18","-0.55","-0.27","-0.09"
"2012/07","-0.15","0","-0.19","0.07","-0.27","-0.37","-0.2"
"2012/08","-0.27","0.01","-0.23","-0.18","-0.68","-0.5","-0.34"
"2012/09","-0.12","0.13","-0.15","0.09","-0.05","-0.33","-0.25"
"2012/10","-0.15","0.13","-0.22","-0.15","-0.39","-0.37","-0.24"
"2012/11","0.26","-0.14","-0.16","0.27","0.24","-0.07","-0.02"
"2012/12","0.29","0.14","-0.11","-0.02","0.3","0.05","0.12"
"2013/01","-0.38","0.11","-0.16","0.03","-0.4","0.04","0.1"
"2013/02","0.2","0.24","-0.14","0.06","0.37","0.09","0.21"
"2013/03","-0.01","0.02","-0.18","-0.31","-0.48","-0.17","-0.02"
"2013/04","-0.25","-0.03","-0.17","0.02","-0.43","-0.18","-0.05"
"2013/05","-0.03","0.09","-0.14","0.16","0.08","-0.28","-0.16"
"2013/06","0.05","0.02","-0.17","-0.09","-0.19","-0.18","-0.04"
"2013/07","-0.51","-0.01","-0.16","-0.15","-0.82","-0.31","-0.1"
"2013/08","0.41","0.17","-0.18","0.13","0.53","-0.16","0.01"
"2013/09","0.11","0.1","-0.16","0.13","0.19","-0.04","0.15"
"2013/10","-0.06","0.02","-0.12","0.07","-0.1","0.2","0.32"
"2013/11","0","0.22","-0.08","0.24","0.38","0.16","0.22"
"2013/12","0.07","0.04","-0.14","-0.08","-0.11","0.06","0.04"
"2014/01","-0.55","0.13","-0.25","-0.27","-0.94","-0.22","-0.13"
"2014/02","0.46","0.04","-0.1","0.18","0.58","-0.16","-0.05"
"2014/03","0.38","0.24","-0.06","0.09","0.65","0.1","0.2"
"2014/04","-0.13","0.32","-0.1","-0.06","0.04","0.42","0.31"
"2014/05","0.07","0.17","-0.13","0.04","0.15","0.28","0.27"
"2014/06","0.09","0.23","-0.13","0.02","0.2","0.13","0.18"
"2014/07","0.08","0.08","-0.11","0.26","0.32","0.22","0.26"
"2014/08","-0.17","0.15","-0.05","-0.13","-0.2","0.11","0.17"
"2014/09","0.02","0.23","-0.15","-0.04","0.06","0.06","0.1"
"2014/10","-0.04","0.29","-0.06","-0","0.18","0.01","0.04"
"2014/11","0.49","0.08","-0.07","0.01","0.5","0.25","0.18"
"2014/12","-0.21","0.19","-0.1","0.09","-0.04","0.22","0.15"
"2015/01","-0.29","0.1","-0.07","-0.09","-0.36","0.03","0.09"
"2015/02","-0.34","0.09","-0.21","-0.09","-0.56","-0.32","-0.13"
"2015/03","-0.03","-0.04","-0.07","0.09","-0.04","-0.32","-0.14"
"2015/04","-0.21","0.19","-0.07","0.06","-0.04","-0.21","-0.05"
"2015/05","-0.18","0.12","-0.06","-0.21","-0.34","-0.14","-0.04"
"2015/06","-0.26","0.06","-0.09","0.04","-0.26","-0.21","-0.13"
"2015/07","0.21","0.22","-0.06","-0.02","0.36","-0.08","-0.1"
"2015/08","-0.18","-0.07","-0.08","-0.04","-0.36","-0.09","-0.16"
"2015/09","-0.34","-0.12","-0.05","0.16","-0.35","-0.12","-0.14"
"2015/10","-0.18","0.18","-0.12","-0.12","-0.23","-0.31","-0.27"
"2015/11","-0.34","0.05","-0.06","-0.09","-0.44","-0.34","-0.24"
"2015/12","-0.33","0.09","-0.04","-0.08","-0.36","-0.34","-0.27"
"2016/01","0.23","0.1","-0.14","-0.06","0.14","-0.22","-0.21"
"2016/02","-0.38","0.01","-0.02","-0.05","-0.45","-0.23","-0.24"
"2016/03","-0.37","0.01","-0.11","0.05","-0.41","-0.24","-0.21"
"2016/04","-0.09","-0.03","-0.04","-0.02","-0.17","-0.35","-0.28"
"2016/05","-0.18","-0.09","-0.08","-0.17","-0.52","-0.37","-0.4"
"2016/06","0.08","0.06","-0.05","-0.01","0.09","-0.2","-0.26"
"2016/07","0","0.17","-0.06","-0.02","0.1","-0.11","-0.15"
"2016/08","-0.23","-0.11","-0.09","0.06","-0.37","-0.06","-0.07"
"2016/09","-0.07","0.01","-0.06","0.05","-0.07","-0.12","-0.14"
"2016/10","-0.06","0.01","-0.03","0.01","-0.08","-0.18","-0.21"
"2016/11","-0.18","0.11","-0.08","-0.01","-0.16","-0.1","-0.09"
"2016/12","0.3","-0.01","-0.01","0.26","0.54","0.1","0.04"
"2017/01","-0.06","0.07","-0.1","-0.11","-0.2","0.06","0.03"
"2017/02","-0.16","0.2","-0.07","-0.01","-0.04","0.1","0.05"
"2017/03","0.04","0.02","-0.01","-0.02","0.03","-0.07","-0.04"
"2017/04","0.48","0.17","-0.08","-0.1","0.46","0.15","0.04"
"2017/05","-0.14","-0.06","-0.07","0.07","-0.19","0.1","0.04"
"2017/06","-0.07","0.16","-0.05","0.07","0.12","0.13","0.03"
"2017/07","-0.17","0.03","-0.06","-0.02","-0.22","-0.1","-0.08"
"2017/08","-0.2","0.06","-0.11","0.17","-0.08","-0.06","-0.11"
"2017/09","-0.06","0.13","-0","0.12","0.18","-0.04","-0.05"
"2017/10","0.68","0.12","-0.02","0.07","0.84","0.32","0.18"
"2017/11","0.15","0.09","-0.01","0.13","0.36","0.46","0.36"
"2017/12","0.11","0.03","-0.06","0.1","0.19","0.46","0.32"
"2018/01","-0.22","0.18","-0.1","-0.17","-0.32","0.08","0.09"
"2018/02","0.37","0.36","-0.08","0.1","0.74","0.2","0.09"
"2018/03","0.08","0.06","0.03","0.08","0.26","0.23","0.14"
"2018/04","0.41","0.14","-0.05","-0.02","0.49","0.5","0.28"
"2018/05","-0.56","0.11","-0.04","0.03","-0.45","0.1","0.15"
"2018/06","0.36","0.08","-0.06","0.06","0.43","0.16","0.15"
